Age,Gender,Income (AED),Employment Status,Location in Dubai,Skincare Purchase Frequency,Average Monthly Spend (AED),Skincare Products Used,Purchase Influencers,Skin Concerns,Follow Influencer Recommendations,Trusted Influencer Tier,Preferred Platform,Persuasive Ad Format,Browse Time,Purchased After Influencer Promotion,Max Willingness to Spend (AED),Willingness to Try New Brand,Purchase Discouragement Factors,Number of Skincare Influencers Followed,Interest in Curated Skincare Box,Willing to Pay Premium,One Platform for Shopping Inspiration,Influencer Marketing Trust Score (1–5),Favorite Influencer or Brand
18,Male,"5,000–10,000",Unemployed,Dubai Marina,Weekly,234,"Face Masks, Serums, Moisturizers, Cleansers","Brand, Social Media Influencers","Acne, Uneven Tone, Oily Skin",Sometimes,Macro,Instagram,Static Image Post,Late Night,No,138,Very Likely,"Not Suitable for My Skin, Price Too High",1–5,No,Yes,TikTok,2,Steven Beauty
28,Female,"10,000–20,000",Working Professional,Other,Monthly,103,"Sunscreens, Anti-aging Products, Face Masks, Moisturizers","Packaging, Social Media Influencers, Dermatologist Recommendations","Oily Skin, Dryness",Often,Macro,Instagram,Short Reels,Afternoon,No,143,Very Likely,"No Visible Results, Lack of Trust, Price Too High",None,Maybe,Depends on brand & value,YouTube,5,Heather Beauty
32,Male,"5,000–10,000",Working Professional,Jumeirah,Rarely,115,"Sunscreens, Cleansers, Face Masks, Anti-aging Products","Product Reviews, Dermatologist Recommendations, Packaging","Uneven Tone, Dryness, Wrinkles",Often,Micro,YouTube,Short Reels,Evening,No,286,Neutral,Price Too High,1–5,No,Depends on brand & value,YouTube,3,Thomas Beauty
41,Female,"5,000–10,000",Student,Deira,Monthly,90,"Serums, Moisturizers, Sunscreens, Cleansers","Friends & Family, Social Media Influencers","Dryness, Dark Spots, Oily Skin",Often,Micro,Instagram,Story,Evening,No,170,Unlikely,"Lack of Trust, No Visible Results",6–10,No,No,YouTube,4,Joseph Beauty
25,Female,"10,000–20,000",Working Professional,Other,Monthly,130,"Face Masks, Cleansers, Anti-aging Products","Price, Social Media Influencers, Dermatologist Recommendations","Dark Spots, Uneven Tone, Oily Skin",Sometimes,Mega,Facebook,Static Image Post,Late Night,No,292,Neutral,"Lack of Trust, Price Too High",1–5,No,No,YouTube,4,Samantha Beauty
23,Male,"10,000–20,000",Working Professional,Jumeirah,Quarterly,66,"Face Masks, Sunscreens, Cleansers, Moisturizers","Price, Social Media Influencers",Uneven Tone,Rarely,Celebrity,Instagram,Story,Evening,No,307,Likely,"Not Suitable for My Skin, Lack of Trust",6–10,Maybe,No,TikTok,2,Amber Beauty
25,Male,"Below 5,000",Homemaker,Bur Dubai,Monthly,94,"Moisturizers, Serums","Packaging, Dermatologist Recommendations, Social Media Influencers","Wrinkles, Oily Skin, Dark Spots",Often,Macro,Instagram,Story,Evening,Yes,333,Very Unlikely,"Lack of Trust, Price Too High",6–10,Maybe,Yes,TikTok,1,Tony Beauty
37,Prefer not to say,"10,000–20,000",Working Professional,Bur Dubai,Rarely,363,"Face Masks, Serums, Sunscreens, Anti-aging Products","Friends & Family, Social Media Influencers","Dark Spots, Dryness, Acne, Oily Skin",Sometimes,Mega,Snapchat,Full-Length Video,Afternoon,No,398,Very Likely,No Visible Results,11–20,No,Yes,YouTube,4,Michael Beauty
32,Female,"10,000–20,000",Working Professional,Dubai Marina,Quarterly,76,"Serums, Anti-aging Products, Face Masks","Social Media Influencers, Friends & Family","Dryness, Wrinkles, Dark Spots, Oily Skin",Often,Micro,TikTok,Story,Afternoon,Yes,167,Likely,"No Visible Results, Lack of Trust, Not Suitable for My Skin",1–5,Yes,Depends on brand & value,Instagram,5,Melissa Beauty
25,Male,"10,000–20,000",Working Professional,Jumeirah,Monthly,146,"Moisturizers, Anti-aging Products, Serums, Cleansers","Packaging, Social Media Influencers","Oily Skin, Dark Spots, Dryness, Uneven Tone",Always,Mega,Facebook,Short Reels,Afternoon,No,146,Neutral,"Lack of Trust, Too Many Promotions, No Visible Results",1–5,No,Depends on brand & value,TikTok,5,Gregory Beauty
34,Male,"5,000–10,000",Working Professional,Dubai Marina,Monthly,85,"Face Masks, Serums","Social Media Influencers, Dermatologist Recommendations","Acne, Wrinkles, Dryness",Rarely,Macro,YouTube,Static Image Post,Afternoon,Yes,204,Unlikely,"Price Too High, No Visible Results",11–20,No,No,YouTube,4,Dean Beauty
30,Male,"35,000 and above",Homemaker,Other,Monthly,183,"Serums, Moisturizers, Sunscreens","Price, Social Media Influencers, Dermatologist Recommendations","Dryness, Uneven Tone, Oily Skin",Sometimes,Micro,Instagram,Static Image Post,Afternoon,Yes,155,Neutral,"Too Many Promotions, Price Too High, Not Suitable for My Skin",6–10,Maybe,No,YouTube,5,Adam Beauty
37,Female,"Below 5,000",Unemployed,Other,Monthly,62,"Moisturizers, Anti-aging Products, Cleansers, Serums","Product Reviews, Packaging",Acne,Sometimes,Macro,Facebook,Short Reels,Morning,Yes,210,Neutral,"Not Suitable for My Skin, No Visible Results",More than 20,No,Yes,YouTube,4,Jennifer Beauty
24,Female,"20,000–35,000",Working Professional,Jumeirah,Quarterly,365,"Cleansers, Moisturizers, Serums, Sunscreens","Dermatologist Recommendations, Product Reviews, Social Media Influencers","Uneven Tone, Dryness",Sometimes,Micro,Instagram,Full-Length Video,Late Night,No,246,Very Likely,Lack of Trust,1–5,Yes,Yes,Instagram,4,Jessica Beauty
27,Male,"Below 5,000",Working Professional,Dubai Marina,Monthly,104,"Moisturizers, Cleansers, Anti-aging Products","Brand, Price, Dermatologist Recommendations","Wrinkles, Oily Skin, Dark Spots, Uneven Tone",Rarely,Macro,Instagram,Story,Late Night,No,239,Likely,"Price Too High, Not Suitable for My Skin",11–20,Maybe,No,TikTok,4,Christina Beauty
26,Male,"Below 5,000",Student,Deira,Weekly,74,"Serums, Anti-aging Products, Face Masks, Sunscreens","Dermatologist Recommendations, Product Reviews, Social Media Influencers","Dark Spots, Wrinkles, Acne, Dryness",Rarely,Mega,TikTok,Short Reels,Late Night,No,156,Neutral,"Price Too High, Too Many Promotions, Not Suitable for My Skin",None,No,No,TikTok,4,Tony Beauty
18,Male,"20,000–35,000",Business Owner,Other,Monthly,56,"Serums, Face Masks","Price, Friends & Family",Dark Spots,Sometimes,Macro,YouTube,Full-Length Video,Late Night,No,121,Very Likely,"Lack of Trust, No Visible Results",1–5,No,Yes,Instagram,5,Rose Beauty
32,Prefer not to say,"20,000–35,000",Student,Deira,Monthly,66,"Face Masks, Serums, Anti-aging Products","Social Media Influencers, Brand, Dermatologist Recommendations","Acne, Dryness, Uneven Tone",Often,None,TikTok,Static Image Post,Morning,Yes,167,Likely,"No Visible Results, Lack of Trust",1–5,Yes,Yes,TikTok,3,Shane Beauty
32,Female,"10,000–20,000",Business Owner,Other,Monthly,116,"Moisturizers, Anti-aging Products, Serums","Friends & Family, Social Media Influencers, Product Reviews","Oily Skin, Dark Spots, Acne, Uneven Tone",Sometimes,Macro,YouTube,Short Reels,Morning,No,118,Neutral,"No Visible Results, Lack of Trust",11–20,No,Depends on brand & value,TikTok,5,Hector Beauty
30,Prefer not to say,"10,000–20,000",Working Professional,Bur Dubai,Weekly,86,"Cleansers, Face Masks, Serums, Sunscreens","Friends & Family, Social Media Influencers, Price","Oily Skin, Dryness, Uneven Tone",Sometimes,Micro,Instagram,Static Image Post,Evening,No,364,Unlikely,"No Visible Results, Too Many Promotions, Lack of Trust",More than 20,Maybe,Yes,Instagram,4,Jerry Beauty
28,Female,"10,000–20,000",Unemployed,Jumeirah,Weekly,208,"Anti-aging Products, Face Masks","Social Media Influencers, Friends & Family, Price","Acne, Uneven Tone",Often,Macro,Instagram,Story,Morning,Yes,150,Neutral,Too Many Promotions,1–5,No,Yes,Instagram,3,Michelle Beauty
18,Male,"5,000–10,000",Working Professional,Downtown,Monthly,100,"Serums, Face Masks, Sunscreens","Product Reviews, Friends & Family, Social Media Influencers","Wrinkles, Dark Spots, Uneven Tone, Oily Skin",Always,Micro,Instagram,Short Reels,Morning,Yes,120,Very Likely,"Too Many Promotions, Price Too High",1–5,No,No,YouTube,1,Robert Beauty
26,Female,"5,000–10,000",Working Professional,Other,Weekly,75,"Cleansers, Face Masks","Product Reviews, Price","Uneven Tone, Dryness, Oily Skin, Dark Spots",Never,Macro,Instagram,Story,Evening,Yes,103,Very Likely,No Visible Results,None,Maybe,Depends on brand & value,TikTok,3,Sharon Beauty
27,Female,"10,000–20,000",Student,Other,Weekly,136,"Anti-aging Products, Sunscreens, Cleansers","Product Reviews, Brand","Wrinkles, Oily Skin, Uneven Tone",Sometimes,Mega,Instagram,Short Reels,Afternoon,Yes,224,Neutral,No Visible Results,None,No,No,TikTok,4,Rodney Beauty
23,Female,"10,000–20,000",Student,Dubai Marina,Rarely,160,"Serums, Cleansers, Moisturizers, Sunscreens","Packaging, Social Media Influencers, Product Reviews","Oily Skin, Acne, Dryness, Dark Spots",Always,Macro,Facebook,Story,Morning,Yes,221,Neutral,Lack of Trust,None,Yes,Depends on brand & value,YouTube,5,Kristin Beauty
28,Male,"20,000–35,000",Homemaker,Downtown,Quarterly,66,"Face Masks, Sunscreens, Serums, Anti-aging Products","Price, Friends & Family",Uneven Tone,Sometimes,Micro,YouTube,Full-Length Video,Evening,No,149,Neutral,No Visible Results,11–20,Maybe,Depends on brand & value,YouTube,2,William Beauty
33,Female,"20,000–35,000",Unemployed,Downtown,Monthly,66,"Face Masks, Anti-aging Products","Packaging, Brand, Dermatologist Recommendations","Oily Skin, Wrinkles, Uneven Tone, Dark Spots",Often,Macro,Snapchat,Static Image Post,Evening,Yes,108,Likely,Too Many Promotions,1–5,Maybe,Depends on brand & value,Instagram,5,James Beauty
45,Male,"20,000–35,000",Working Professional,Downtown,Monthly,53,"Moisturizers, Serums","Packaging, Product Reviews",Dryness,Sometimes,Macro,YouTube,Story,Evening,Yes,163,Very Likely,Price Too High,11–20,Yes,No,Instagram,5,Diane Beauty
31,Male,"35,000 and above",Business Owner,Downtown,Monthly,169,"Anti-aging Products, Cleansers, Sunscreens, Serums","Price, Social Media Influencers","Oily Skin, Wrinkles",Sometimes,Micro,TikTok,Short Reels,Morning,No,144,Very Likely,"Price Too High, Not Suitable for My Skin",1–5,Maybe,Depends on brand & value,YouTube,3,Lisa Beauty
32,Female,"10,000–20,000",Working Professional,Deira,Monthly,148,"Sunscreens, Face Masks","Price, Brand","Wrinkles, Dryness",Sometimes,Mega,Instagram,Story,Late Night,No,235,Very Likely,"Not Suitable for My Skin, Price Too High",More than 20,Maybe,Yes,YouTube,5,Raymond Beauty
29,Prefer not to say,"10,000–20,000",Homemaker,Other,Quarterly,107,"Serums, Anti-aging Products","Product Reviews, Brand, Social Media Influencers","Dark Spots, Oily Skin",Sometimes,Mega,Facebook,Static Image Post,Late Night,Yes,211,Unlikely,"No Visible Results, Too Many Promotions",1–5,Maybe,Depends on brand & value,TikTok,5,Tiffany Beauty
18,Female,"10,000–20,000",Working Professional,Jumeirah,Weekly,217,"Serums, Face Masks, Sunscreens, Moisturizers","Friends & Family, Dermatologist Recommendations",Acne,Often,Macro,YouTube,Static Image Post,Evening,No,154,Likely,"Price Too High, Not Suitable for My Skin, No Visible Results",1–5,No,Depends on brand & value,Instagram,4,Jeremy Beauty
29,Male,"5,000–10,000",Business Owner,Bur Dubai,Weekly,197,"Sunscreens, Anti-aging Products, Moisturizers","Dermatologist Recommendations, Brand","Dryness, Oily Skin, Uneven Tone",Often,Macro,TikTok,Full-Length Video,Morning,No,129,Likely,"Too Many Promotions, Lack of Trust, No Visible Results",6–10,Maybe,No,TikTok,5,Michael Beauty
30,Female,"10,000–20,000",Student,Deira,Monthly,129,"Anti-aging Products, Face Masks","Product Reviews, Brand","Dryness, Uneven Tone, Acne, Oily Skin",Sometimes,None,YouTube,Story,Evening,No,631,Likely,Lack of Trust,1–5,Yes,Depends on brand & value,TikTok,5,Brittany Beauty
49,Male,"5,000–10,000",Working Professional,Deira,Quarterly,232,"Sunscreens, Face Masks, Anti-aging Products, Cleansers","Friends & Family, Packaging, Product Reviews","Dryness, Dark Spots",Often,Mega,Instagram,Story,Afternoon,No,172,Neutral,"Not Suitable for My Skin, Price Too High, Too Many Promotions",1–5,Yes,Depends on brand & value,Instagram,4,Ryan Beauty
28,Non-binary,"5,000–10,000",Working Professional,Deira,Rarely,70,"Serums, Face Masks, Moisturizers, Sunscreens","Dermatologist Recommendations, Brand","Oily Skin, Acne, Dryness",Sometimes,Mega,YouTube,Short Reels,Morning,No,239,Likely,Not Suitable for My Skin,More than 20,Yes,No,Instagram,3,Alexander Beauty
32,Female,"20,000–35,000",Working Professional,Dubai Marina,Monthly,60,"Anti-aging Products, Sunscreens","Social Media Influencers, Dermatologist Recommendations","Dryness, Uneven Tone",Often,None,YouTube,Short Reels,Morning,No,118,Unlikely,Too Many Promotions,More than 20,No,No,YouTube,5,Michael Beauty
29,Male,"10,000–20,000",Working Professional,Bur Dubai,Rarely,78,"Face Masks, Cleansers, Sunscreens, Moisturizers","Brand, Packaging",Dark Spots,Often,Celebrity,Instagram,Short Reels,Late Night,No,179,Likely,"Lack of Trust, No Visible Results, Too Many Promotions",1–5,Maybe,Depends on brand & value,Instagram,4,Margaret Beauty
20,Female,"20,000–35,000",Working Professional,Jumeirah,Monthly,55,"Moisturizers, Face Masks","Product Reviews, Friends & Family","Dryness, Wrinkles",Often,Macro,Instagram,Short Reels,Late Night,No,103,Very Likely,Too Many Promotions,11–20,Maybe,Depends on brand & value,TikTok,4,Erin Beauty
39,Female,"10,000–20,000",Working Professional,Other,Monthly,118,"Sunscreens, Anti-aging Products","Packaging, Brand, Dermatologist Recommendations","Acne, Uneven Tone, Dryness",Rarely,Micro,TikTok,Full-Length Video,Afternoon,No,184,Very Likely,"Price Too High, Lack of Trust",6–10,Maybe,No,TikTok,3,Brittany Beauty
36,Male,"20,000–35,000",Working Professional,Other,Weekly,298,"Face Masks, Sunscreens","Social Media Influencers, Product Reviews, Dermatologist Recommendations","Acne, Uneven Tone, Wrinkles",Sometimes,Micro,YouTube,Full-Length Video,Afternoon,Yes,498,Likely,No Visible Results,1–5,No,Yes,YouTube,5,Paul Beauty
36,Female,"20,000–35,000",Student,Bur Dubai,Rarely,53,"Sunscreens, Cleansers, Face Masks","Product Reviews, Brand, Packaging","Uneven Tone, Dark Spots",Rarely,Celebrity,TikTok,Static Image Post,Morning,No,474,Neutral,"No Visible Results, Too Many Promotions",1–5,Maybe,Depends on brand & value,TikTok,2,Kevin Beauty
22,Female,"35,000 and above",Working Professional,Dubai Marina,Monthly,61,"Moisturizers, Face Masks, Anti-aging Products, Sunscreens","Dermatologist Recommendations, Brand, Price","Dark Spots, Dryness, Acne, Wrinkles",Often,None,Facebook,Story,Afternoon,No,104,Likely,"Lack of Trust, Price Too High",1–5,Yes,No,YouTube,5,Annette Beauty
41,Female,"20,000–35,000",Student,Downtown,Monthly,104,"Sunscreens, Moisturizers, Anti-aging Products","Brand, Packaging, Friends & Family","Oily Skin, Dryness",Often,Celebrity,TikTok,Story,Late Night,Yes,103,Very Likely,"Too Many Promotions, No Visible Results, Lack of Trust",6–10,No,Depends on brand & value,TikTok,3,Kyle Beauty
18,Female,"10,000–20,000",Working Professional,Deira,Monthly,294,"Moisturizers, Serums, Anti-aging Products, Sunscreens","Social Media Influencers, Product Reviews","Oily Skin, Dark Spots, Uneven Tone, Wrinkles",Sometimes,Macro,Instagram,Story,Evening,Yes,158,Likely,Not Suitable for My Skin,1–5,No,Yes,TikTok,2,Devin Beauty
34,Male,"10,000–20,000",Working Professional,Downtown,Weekly,84,"Sunscreens, Cleansers","Dermatologist Recommendations, Product Reviews","Wrinkles, Acne, Oily Skin, Dryness",Rarely,Macro,TikTok,Short Reels,Evening,Yes,120,Likely,Too Many Promotions,11–20,Maybe,Depends on brand & value,Instagram,4,John Beauty
47,Male,"Below 5,000",Unemployed,Deira,Weekly,113,"Face Masks, Moisturizers","Dermatologist Recommendations, Packaging",Dryness,Often,Celebrity,TikTok,Full-Length Video,Late Night,Yes,102,Neutral,"Price Too High, Not Suitable for My Skin",1–5,Yes,Depends on brand & value,Instagram,1,Diane Beauty
22,Male,"35,000 and above",Student,Downtown,Monthly,53,"Serums, Anti-aging Products, Moisturizers","Dermatologist Recommendations, Brand","Dryness, Oily Skin",Sometimes,None,Instagram,Static Image Post,Afternoon,No,269,Likely,Not Suitable for My Skin,1–5,Yes,Depends on brand & value,Instagram,4,Greg Beauty
25,Non-binary,"20,000–35,000",Homemaker,Deira,Rarely,64,"Serums, Moisturizers, Face Masks, Sunscreens","Brand, Packaging","Oily Skin, Wrinkles, Acne",Often,Mega,Snapchat,Short Reels,Late Night,Yes,173,Very Likely,"Price Too High, Too Many Promotions",11–20,No,Depends on brand & value,TikTok,5,Sandra Beauty
30,Female,"5,000–10,000",Working Professional,Bur Dubai,Quarterly,438,"Sunscreens, Cleansers, Anti-aging Products, Face Masks","Dermatologist Recommendations, Social Media Influencers, Brand","Acne, Dryness, Wrinkles, Uneven Tone",Sometimes,Macro,Facebook,Static Image Post,Morning,No,140,Very Likely,"No Visible Results, Lack of Trust",6–10,Maybe,Yes,TikTok,5,Troy Beauty
25,Female,"5,000–10,000",Homemaker,Dubai Marina,Rarely,352,"Moisturizers, Serums","Product Reviews, Brand, Packaging","Acne, Dryness",Sometimes,Mega,YouTube,Short Reels,Morning,Yes,376,Very Likely,"No Visible Results, Too Many Promotions, Price Too High",1–5,No,Depends on brand & value,TikTok,2,Dustin Beauty
18,Male,"20,000–35,000",Unemployed,Downtown,Quarterly,50,"Serums, Sunscreens, Anti-aging Products","Price, Social Media Influencers, Dermatologist Recommendations","Uneven Tone, Acne, Oily Skin",Sometimes,None,Instagram,Story,Afternoon,Yes,114,Very Likely,"Lack of Trust, Price Too High",1–5,No,Yes,TikTok,2,Carlos Beauty
30,Male,"5,000–10,000",Student,Dubai Marina,Quarterly,322,"Face Masks, Moisturizers, Serums, Sunscreens","Price, Product Reviews, Packaging","Dark Spots, Dryness, Uneven Tone, Acne",Sometimes,Mega,Instagram,Story,Evening,No,474,Unlikely,"Not Suitable for My Skin, Price Too High",1–5,Yes,No,Instagram,5,Stephanie Beauty
21,Female,"5,000–10,000",Student,Bur Dubai,Monthly,141,"Serums, Anti-aging Products, Sunscreens, Cleansers","Social Media Influencers, Dermatologist Recommendations, Brand","Oily Skin, Uneven Tone, Wrinkles",Sometimes,Macro,TikTok,Static Image Post,Afternoon,No,145,Likely,Not Suitable for My Skin,None,No,No,Instagram,5,Tracey Beauty
33,Non-binary,"Below 5,000",Student,Bur Dubai,Monthly,232,"Serums, Cleansers, Sunscreens, Moisturizers","Product Reviews, Social Media Influencers",Oily Skin,Often,Macro,Snapchat,Story,Late Night,No,363,Very Likely,"No Visible Results, Too Many Promotions, Price Too High",6–10,No,Depends on brand & value,TikTok,4,Jane Beauty
22,Male,"20,000–35,000",Student,Dubai Marina,Rarely,104,"Anti-aging Products, Sunscreens, Cleansers","Social Media Influencers, Friends & Family, Dermatologist Recommendations","Dryness, Dark Spots, Uneven Tone, Oily Skin",Sometimes,Celebrity,Instagram,Static Image Post,Morning,Yes,210,Neutral,No Visible Results,More than 20,Maybe,Yes,YouTube,4,Felicia Beauty
42,Female,"10,000–20,000",Working Professional,Other,Monthly,115,"Face Masks, Sunscreens","Brand, Social Media Influencers, Friends & Family",Uneven Tone,Always,Micro,Instagram,Story,Evening,Yes,310,Very Likely,"Not Suitable for My Skin, Too Many Promotions",1–5,Maybe,No,Instagram,3,Michelle Beauty
